pdf_company_name,entity_name,normalized_name,address,postcode,address_source,lat,lon,coord_precision
AMERICAN NAIL SHOP LIMITED,AMERICAN NAIL SHOP LIMITED,AMERICAN NAIL SHOP LIMITED,"Suite 7, 62 Hurstmere Road, Takapuna, Auckland, 0622, NEW ZEALAND",0622,address_for_service,-36.787054220581,174.772574200655,address_web
Upstage Bloodstock Limited,UPSTAGE BLOODSTOCK LIMITED,UPSTAGE BLOODSTOCK LIMITED,"Level 2, 1 Wesley Street, Pukekohe, 2120, NEW ZEALAND",2120,address_for_service,-37.201821635106,174.903005750339,address_web
J & C Thai Limited,J&C THAI LIMITED,J C THAI LIMITED,"423 Queens Drive, Windsor, Invercargill, 9810, NEW ZEALAND",9810,address_for_service,-46.392438237738,168.361751999874,address_web
Metalwerks Limited,METALWERKS LIMITED,METALWERKS LIMITED,"4 Wesley Avenue, Mount Albert, Auckland, 1025, NEW ZEALAND",1025,address_for_service,-36.879183238782,174.719815484583,address_web
Cowland Limited,COWLAND LIMITED,COWLAND LIMITED,"Level 2, 161 Burnett Street, Ashburton, 7700, NEW ZEALAND",7700,address_for_service,-43.904645160728,171.748250430333,address_web
ATLAS BUILDING COMPANY LIMITED,ATLAS BUILDING COMPANY LIMITED,ATLAS BUILDING COMPANY LIMITED,"2 Gecko Road, Hobsonville, Auckland, 0616, NEW ZEALAND",0616,address_for_service,-36.795825882254,174.662224098417,original
TasmanRD Limited,TASMANRD LIMITED,TASMANRD LIMITED,"30 York Street, Levin, Levin, 5510, NEW ZEALAND",5510,public_address,-40.616019196164,175.288045068871,address_web
Pointzero Network Limited,POINTZERO NETWORK LIMITED,POINTZERO NETWORK LIMITED,"483a Rosebank Road, Avondale, Auckland, 1026, NEW ZEALAND",1026,address_for_service,-36.877835428751,174.675566663349,address_web
RANDHAWA BROTHERS TRANSPORT LIMITED,RANDHAWA BROTHERS TRANSPORT LIMITED,RANDHAWA BROTHERS TRANSPORT LIMITED,"73 The Track, Takanini, Takanini, 2112, NEW ZEALAND",2112,address_for_service,-37.043312847169,174.9341337918,address_web
BHNZ Limited,BHNZ LIMITED,BHNZ LIMITED,"9 Thornbury Crescent, East Tamaki Heights, Auckland, 2016, NEW ZEALAND",2016,address_for_service,-36.948195261391,174.912783659488,address_web
Longacre Farming Limited,LONGACRE FARMING LIMITED,LONGACRE FARMING LIMITED,"633 Corbett Road, Rd 1, Rotorua, 3077, NEW ZEALAND",3077,public_address,-38.312409179431,176.276281427721,address_web
Jessie&Tengyi Autorepair Limited,JESSIE&TENGYI AUTOREPAIR LIMITED,JESSIE TENGYI AUTOREPAIR LIMITED,"112a Railside Avenue, Henderson, Auckland, 0612, NEW ZEALAND",0612,public_address,-36.887513635162,174.631770213429,address_web
RSGS Limited,RSGS LIMITED,RSGS LIMITED,"1 Tropicana Drive, Mount Roskill, Auckland, 1041, NEW ZEALAND",1041,address_for_service,-36.9221834079,174.718742600977,address_web
Katwal Enterprise Limited,KATWAL ENTERPRISE LIMITED,KATWAL ENTERPRISE LIMITED,"63 Hooper Road, Rd 6, Hamilton, 3286, NEW ZEALAND",3286,address_for_service,-37.753139179085,175.423550100729,original
NASR LIMITED,NASR LIMITED,NASR LIMITED,"12 Yvonne Street, Melville, Hamilton, 3206, NEW ZEALAND",3206,address_for_service,-37.816654852506,175.273432561789,address_web
WILDTRACK BUILD GROUP LIMITED,WILDTRACK BUILD GROUP LIMITED,WILDTRACK BUILD GROUP LIMITED,"5 Ormond Road, Whataupoko, Gisborne, 4010, NEW ZEALAND",4010,address_for_service,-38.665433734965,178.030579731814,address_web
Masonic Care Limited,MASONIC CARE LIMITED,MASONIC CARE LIMITED,"15 Daly Street, Level 6, Lower Hutt, 5010, NEW ZEALAND",5010,address_for_service,-41.208072831485,174.902268226679,address_web
Wairepo dairy limited,WAIREPO DAIRY LIMITED,WAIREPO DAIRY LIMITED,"Level 2, 114 Wrights Road, Addington, Christchurch, 8024, NEW ZEALAND",8024,address_for_service,-43.542650250505,172.596236678118,address_web
LEVIN TRUCK SERVICES LIMITED,LEVIN TRUCK SERVICES LIMITED,LEVIN TRUCK SERVICES LIMITED,"633 Main Street, Palmerston North, 4412, NEW ZEALAND",4412,address_for_service,-40.35161967435,175.620979465038,address_web
Liew & Associates Limited,LIEW & ASSOCIATES LIMITED,LIEW ASSOCIATES LIMITED,"Level 1, 139 Vincent Street, City Central, Auckland, NEW ZEALAND",,address_for_service,-36.854414882536,174.759015801716,original
Volare Ventures Limited,VOLARE VENTURES LIMITED,VOLARE VENTURES LIMITED,"420 Airfield Road, Rd 2, Papakura, 2582, NEW ZEALAND",2582,address_for_service,-37.027068244163,174.970689064929,address_web
AAS Civil Limited,AAS CIVIL LIMITED,AAS CIVIL LIMITED,"15 Te Aramanu Crescent, Papakura, Papakura, 2110, NEW ZEALAND",2110,address_for_service,-37.048270784807,174.971267215429,address_web
Thwaites Diesel Nelson Limited,THWAITES DIESEL NELSON LIMITED,THWAITES DIESEL NELSON LIMITED,"218 Trafalgar Street, Nelson, Nelson, 7010, NEW ZEALAND",7010,address_for_service,-41.273343046789,173.283637647183,address_web
ALICE PHAN LIMITED,ALICE PHAN LIMITED,ALICE PHAN LIMITED,"3 Red Hills Road, Massey, Auckland, 0614, NEW ZEALAND",0614,address_for_service,-36.836060903424,174.600855742861,address_web
HUGHLAND DAIRY LIMITED,HUGHLAND DAIRY LIMITED,HUGHLAND DAIRY LIMITED,"25 Victoria Avenue, Avenal, Invercargill, 9810, NEW ZEALAND",9810,address_for_service,-46.40580154788,168.344076661553,address_web
The Feather Factory Limited,THE FEATHER FACTORY LIMITED,THE FEATHER FACTORY LIMITED,"29 Oliver Street, Cambridge, Cambridge, 3434, NEW ZEALAND",3434,registered_office,-37.888834061049,175.476752554754,address_web
H & S KAHLON LIMITED,H & S KAHLON LIMITED,H S KAHLON LIMITED,"22 Gibson Street, Seaview, Timaru, 7910, NEW ZEALAND",7910,address_for_service,-44.39800004214,171.241132715364,address_web
Nabemono Limited,NABEMONO LIMITED,NABEMONO LIMITED,"Commercial Union House, 12 O'connell Street, Auckland Central, Auckland, 1010, NEW ZEALAND",1010,address_for_service,-36.847272285655,174.767285052113,address_web
AVMH Limited,AVMH LIMITED,AVMH LIMITED,"32a Staveley Avenue, Mount Roskill, Auckland, 1041, NEW ZEALAND",1041,address_for_service,-36.921745914464,174.747440058155,address_web
Navraj Transport Limited,NAVRAJ TRANSPORT LIMITED,NAVRAJ TRANSPORT LIMITED,"5a Canberra Place, Bellevue, Tauranga, 3110, NEW ZEALAND",3110,address_for_service,-37.683372659461,176.129086071685,address_web
Galloway International Limited,GALLOWAY INTERNATIONAL LIMITED,GALLOWAY INTERNATIONAL LIMITED,"36 Cryers Road, East Tamaki, Auckland, 2013, NEW ZEALAND",2013,public_address,-36.933474334392,174.88702347264,address_web
ANGLE INTERIORS SOUTH ISLAND LIMITED,ANGLE INTERIORS SOUTH ISLAND LIMITED,ANGLE INTERIORS SOUTH ISLAND LIMITED,"Level 1- 136 Ilam Road, Ilam, Christchurch, 8041, NEW ZEALAND",8041,address_for_service,-43.5191535547,172.579364242302,address_web
3D Kremes Limited,3D KREMES LIMITED,3D KREMES LIMITED,"25d Victoria Avenue, Invercargill, 9810, NEW ZEALAND",9810,address_for_service,-46.40580154788,168.344076661553,address_web
OPOTIKI VAPE SHOP LIMITED,OPOTIKI VAPE SHOP LIMITED,OPOTIKI VAPE SHOP LIMITED,"26 Louvain Street, Whakatane, Whakatane, 3120, NEW ZEALAND",3120,address_for_service,-37.95532162206,176.992063269481,address_web
Infusion Limited,INFUSION LIMITED,INFUSION LIMITED,"47 Sapwood Crescent, Takanini, Takanini, 2110, NEW ZEALAND",2110,address_for_service,-37.040530851595,174.951038833219,address_web
Oracle Accounting & Business Solutions Limited,ORACLE ACCOUNTING & BUSINESS SOLUTIONS LIMITED,ORACLE ACCOUNTING BUSINESS SOLUTIONS LIMITED,"24 Hoteo Avenue, Papatoetoe, Auckland, 2025, NEW ZEALAND",2025,address_for_service,-36.969972619307,174.86236374586,address_web
Joval Wine Group NZ Limited,JOVAL WINE GROUP (NZ) LIMITED,JOVAL WINE GROUP NZ LIMITED,"68 Queensberry Terrace, Rd 3, Cromwell, 9383, NEW ZEALAND",9383,address_for_service,-44.781597463778,169.328273445986,address_web
V P C Limited,V P C LIMITED,V P C LIMITED,"20 Arawa Street, Matamata, 3400, NEW ZEALAND",3400,address_for_service,-37.811717287602,175.772202882674,address_web
Torlesse Limited,TORLESSE LIMITED,TORLESSE LIMITED,"88 Waterloo Quay, Pipitea, Wellington, 6011, NEW ZEALAND",6011,address_for_service,-41.277693338356,174.783677959248,address_web
Pearl Innovations Limited,PEARL INNOVATIONS LIMITED,PEARL INNOVATIONS LIMITED,"22a Park Avenue, Titahi Bay, Porirua, 5022, NEW ZEALAND",5022,public_address,-41.1055214196,174.837002369965,address_web
Fingermark Limited,FINGERMARK LIMITED,FINGERMARK LIMITED,"101 Queen Street East, Hastings, 4122, NEW ZEALAND",4122,address_for_service,-39.641617545691,176.844431300109,address_web
Co Sell Limited,CO SELL LIMITED,CO SELL LIMITED,"85-89 Leonard Road, Mt Wellington, Auckland, 1060, NEW ZEALAND",1060,address_for_service,-36.905516523544,174.822309002361,address_web
MIE PAY NZ LIMITED,MIE PAY NZ LIMITED,MIE PAY NZ LIMITED,"Level 2,14 Triton Drive, Rosedale, Auckland, 0632, NEW ZEALAND",0632,address_for_service,-36.740379299382,174.723178304137,address_web
Waiwera Electrical Limited,WAIWERA ELECTRICAL LIMITED,WAIWERA ELECTRICAL LIMITED,"77 Fowler Access Road, Waiwera, Auckland, 0950, NEW ZEALAND",0950,public_address,-36.55,174.7167,original
Xtreme Productivity Limited,XTREME PRODUCTIVITY LIMITED,XTREME PRODUCTIVITY LIMITED,"52 Randolph Street, Eden Terrace, Auckland, 1010, NEW ZEALAND",1010,public_address,-36.862472573697,174.758678178656,address_web
Aryzta New Zealand Limited,ARYZTA NEW ZEALAND LIMITED,ARYZTA NEW ZEALAND LIMITED,"8-10 Poland Road, Wairau Valley, Auckland, 0627, NEW ZEALAND",0627,public_address,-36.77752320039,174.741337613548,address_web
DMT DAIRIES LIMITED,DMT DAIRIES LIMITED,DMT DAIRIES LIMITED,"287-293 Durham Street North, Christchurch, 8013, NEW ZEALAND",8013,address_for_service,-43.529248718884,172.633396253285,address_web
Pcm Group Limited,PCM GROUP LIMITED,PCM GROUP LIMITED,"62 St Andrews Road, Epsom, Auckland, 1023, NEW ZEALAND",1023,address_for_service,-36.890559199681,174.766518610887,address_web
D-ABC Limited,D-ABC LIMITED,D ABC LIMITED,"38 Brickworks Bay Road, Hobsonville, Auckland, 0618, NEW ZEALAND",0618,address_for_service,-36.800167917647,174.651763147978,address_web
Sky Property Solution Limited,SKY PROPERTY SOLUTION LIMITED,SKY PROPERTY SOLUTION LIMITED,"63 Omana Road, Papatoetoe, Auckland, 2025, NEW ZEALAND",2025,address_for_service,-36.967098716165,174.84899335301,address_web
Graymile Farms Limited,GRAYMILE FARMS LIMITED,GRAYMILE FARMS LIMITED,"10 Young Street, New Plymouth, 4310, NEW ZEALAND",4310,address_for_service,-39.05748661098,174.068304399992,address_web
BRIGHT CLEAN PRIVATE LIMITED,BRIGHT CLEAN PRIVATE LIMITED,BRIGHT CLEAN PRIVATE LIMITED,"32 Burdon Loop, Lake Hawea, 9382, NEW ZEALAND",9382,address_for_service,-44.620151028326,169.273472730663,address_web
KIWI HORTICULTURE MANAGEMENT LIMITED,KIWI HORTICULTURE MANAGEMENT LIMITED,KIWI HORTICULTURE MANAGEMENT LIMITED,"8 Maniaroa Drive, Katikati, Katikati, 3129, NEW ZEALAND",3129,address_for_service,-37.56418425942,175.918139385021,address_web
MAO MOTORS LIMITED,MAO MOTORS LIMITED,MAO MOTORS LIMITED,"58b Porana Road, Wairau Valley, Auckland, 0627, NEW ZEALAND",0627,public_address,-36.783511693023,174.74157205538,address_web
Aotea Electric Cromwell Limited,AOTEA ELECTRIC CROMWELL LIMITED,AOTEA ELECTRIC CROMWELL LIMITED,"45 Maclaggan Street, Dunedin Central, Dunedin, 9016, NEW ZEALAND",9016,address_for_service,-45.877784395534,170.498558539198,address_web
WANSHIDA LIMITED,WANSHIDA LIMITED,WANSHIDA LIMITED,"1 Heywood Crescent, Epsom, Auckland, 1023, NEW ZEALAND",1023,address_for_service,-36.900380233722,174.767078270562,address_web
DNA Jerseys Limited,DNA JERSEYS LIMITED,DNA JERSEYS LIMITED,"268 Mine Road, Rd 2, Hikurangi, 0182, NEW ZEALAND",0182,address_for_service,-35.495922116328,174.256465888702,address_web
Twinwood Investment Limited,TWINWOOD INVESTMENT LIMITED,TWINWOOD INVESTMENT LIMITED,"4 Ponui Place, Mairangi Bay, Auckland, 0630, NEW ZEALAND",0630,address_for_service,-36.742151107985,174.747377612976,address_web
S Chand Transport 2019 Limited,S CHAND TRANSPORT 2019 LIMITED,S CHAND TRANSPORT 2019 LIMITED,"3061 Great North Road, New Lynn, Auckland, 0600, NEW ZEALAND",0600,address_for_service,-36.908350318546,174.682161226842,address_web
MOUTON-MANGER LIMITED,MOUTON-MANGER LIMITED,MOUTON MANGER LIMITED,"P O Box 791, Invercargill, Invercargill, 9810, NEW ZEALAND",9810,public_address,-46.4112975,168.3525209,address_web
Bela Contractors Limited,BELA CONTRACTORS LIMITED,BELA CONTRACTORS LIMITED,"23 Fairbairn Road, Rolleston, Rolleston, 7614, NEW ZEALAND",7614,address_for_service,-43.614367825731,172.377360291955,address_web
Mercury Architecture Limited,MERCURY ARCHITECTURE LIMITED,MERCURY ARCHITECTURE LIMITED,"22 Applewood Drive, Henderson, Auckland, 0612, NEW ZEALAND",0612,public_address,-36.901790782298,174.62382316339,address_web
AKQA Limited,AKQA LIMITED,AKQA LIMITED,"Level 2, 1 Nelson Street, Auckland Central, Auckland, 1010, NEW ZEALAND",1010,address_for_service,-36.846180836133,174.760395127703,address_web
Aspects Salon & Day Spa Wanaka Limited,ASPECTS SALON & DAY SPA WANAKA LIMITED,ASPECTS SALON DAY SPA WANAKA LIMITED,"First Floor, Spencer House, 31 Dunmore Street, Wanaka, 9305, NEW ZEALAND",9305,address_for_service,-44.696280083012,169.134335317246,address_web
ANZ Bank New Zealand Limited,ANZ BANK NEW ZEALAND LIMITED,ANZ BANK NEW ZEALAND LIMITED,"Ground Floor, Anz Centre, 23-29 Albert Street, Auckland, 1010, NEW ZEALAND",1010,address_for_service,-36.845622894748,174.76452723833,address_web
Rihaan Trading Limited,RIHAAN TRADING LIMITED,RIHAAN TRADING LIMITED,"6 Fencourt Crescent, Katikati, Katikati, 3129, NEW ZEALAND",3129,address_for_service,-37.554730646105,175.926275111701,address_web
ALL IN ONE BUILDERS COMPANY LIMITED,ALL IN ONE BUILDERS COMPANY LIMITED,ALL IN ONE BUILDERS COMPANY LIMITED,"12 Onslow Avenue, Papatoetoe, Auckland, 2104, NEW ZEALAND",2104,address_for_service,-36.994535954201,174.8601926653,address_web
Wai Innovation Limited,WAI INNOVATION LIMITED,WAI INNOVATION LIMITED,"3 Endeavour Street, Wanaka, Wanaka, 9305, NEW ZEALAND",9305,public_address,-44.709343027654,169.150746664568,address_web
Lal Services Limited,LAL SERVICES LIMITED,LAL SERVICES LIMITED,"68 Pah Road, Papatoetoe, Auckland, 2025, NEW ZEALAND",2025,address_for_service,-36.98690766794,174.841939059478,address_web
United Builders Limited,UNITED BUILDERS LIMITED,UNITED BUILDERS LIMITED,"20a Wedgwood Avenue, Mangere East, Auckland, 2024, NEW ZEALAND",2024,address_for_service,-36.965554015229,174.833120459147,address_web
West Coast Vets Limited,WEST COAST VETS LIMITED,WEST COAST VETS LIMITED,"Unit 1, 64 Arena Avenue, Invercargill, 9810, NEW ZEALAND",9810,public_address,-46.402907276714,168.34261477382,address_web
Central Orchard Management Limited,CENTRAL ORCHARD MANAGEMENT LIMITED,CENTRAL ORCHARD MANAGEMENT LIMITED,"27 Clemow Drive, Mount Wellington, Auckland, 1060, NEW ZEALAND",1060,address_for_service,-36.919219105932,174.845511678069,address_web
DW NEW ZEALAND LIMITED,DW NEW ZEALAND LIMITED,DW NEW ZEALAND LIMITED,"Po Box 153, Timaru, 7940, NEW ZEALAND",7940,public_address,-44.130337151,171.275637716,address_web
M SYSTEM PAINTING LIMITED,M SYSTEM PAINTING LIMITED,M SYSTEM PAINTING LIMITED,"26 Olsen Avenue, Hillsborough, Auckland, 1042, NEW ZEALAND",1042,address_for_service,-36.921153900642,174.752110119328,address_web
Smart Tax Solutions Limited,SMART TAX SOLUTIONS LIMITED,SMART TAX SOLUTIONS LIMITED,"Unit C, Level 1, 199 Lincoln Road, Henderson, Auckland, 0610, NEW ZEALAND",0610,address_for_service,-36.860133069988,174.629712246494,address_web
Nayax NZ Limited,NAYAX NZ LIMITED,NAYAX NZ LIMITED,"Suite 5, Level 3, 18 Sales Street, Auckland Central, Auckland, 1010, NEW ZEALAND",1010,address_for_service,-36.849395421729,174.757157114687,address_web
Taylor Corporation 1995 Limited,TAYLOR CORPORATION (1995) LIMITED,TAYLOR CORPORATION 1995 LIMITED,"Business H Q, 308 Queen Street East, Hastings, 4122, NEW ZEALAND",4122,address_for_service,-39.643538761718,176.847123064495,address_web
Nidd Realty Limited,NIDD REALTY LIMITED,NIDD REALTY LIMITED,"Level 1, Plaza House, 243 Princes Street, Dunedin, 9016, NEW ZEALAND",9016,address_for_service,-45.877909998353,170.502159991535,address_web
Waters & Farr Limited,WATERS & FARR LIMITED,WATERS FARR LIMITED,"88 Shortland Street, Auckland, 1140, NEW ZEALAND",1140,address_for_service,-36.846265325717,174.769754360788,address_web
FNF 2022 Limited,FNF 2022 LIMITED,FNF 2022 LIMITED,"62 Humber Crescent, Gate Pa, Tauranga, 3112, NEW ZEALAND",3112,address_for_service,-37.707803057371,176.137761341472,address_web
ON POINT FINANCIAL ADVICE LIMITED,ON POINT FINANCIAL ADVICE LIMITED,ON POINT FINANCIAL ADVICE LIMITED,"15/9 Mountain Road, Mount Wellington, Auckland, 1050, NEW ZEALAND",1050,address_for_service,-36.896113258272,174.844811956792,address_web
Amlee Farming Limited,AMLEE FARMING LIMITED,AMLEE FARMING LIMITED,"162 Longridge Village Road, Rd 6, Riversdale, 9776, NEW ZEALAND",9776,address_for_service,-45.877997421603,168.63888319984,address_web
Chubb New Zealand,CHUBB NEW ZEALAND,CHUBB NEW ZEALAND,"3 Fisher Cresent, Mt Wellington, Auckland, 1060, NEW ZEALAND",1060,public_address,-36.92379466975,174.853366455368,address_web
AGILIENT INTERNATIONAL LIMITED,AGILIENT INTERNATIONAL LIMITED,AGILIENT INTERNATIONAL LIMITED,"Level 1 South British Building, 326 Lambton Quay, Wellington, 6011, NEW ZEALAND",6011,address_for_service,-41.285432098101,174.775547932263,address_web
Gold Star Orchards Limited,GOLD STAR ORCHARDS LIMITED,GOLD STAR ORCHARDS LIMITED,"12 Renner Place, Pyes Pa, Tauranga, 3112, NEW ZEALAND",3112,address_for_service,-37.7407084814,176.137212913547,address_web
Rushbrook Farm Limited,RUSHBROOK FARM LIMITED,RUSHBROOK FARM LIMITED,"66 High Street, Leeston, NEW ZEALAND",,address_for_service,-43.762158380711,172.299061665451,original
SAHIRA LIMITED,SAHIRA LIMITED,SAHIRA LIMITED,"Unit 36, 10 Buffon Street, Waltham, Christchurch, 8023, NEW ZEALAND",8023,address_for_service,-43.550386160403,172.648082185838,address_web
KNK CONSTRUCTION LIMITED,KNK CONSTRUCTION LIMITED,KNK CONSTRUCTION LIMITED,"457 River Road, Fairfield, Hamilton, 3214, NEW ZEALAND",3214,address_for_service,-37.774304783798,175.274874332955,address_web
DAIRY ASSOCIATE LIMITED,DAIRY ASSOCIATE LIMITED,DAIRY ASSOCIATE LIMITED,"50 Pavilion Drive, Mangere, Auckland, 2022, NEW ZEALAND",2022,address_for_service,-36.984745849382,174.774064838315,address_web
Supa Save Limited,SUPA SAVE LIMITED,SUPA SAVE LIMITED,"6 Fair Mall, Otara, Auckland, 2023, NEW ZEALAND",2023,address_for_service,-36.961747876816,174.872784211707,address_web
UNTOUCHED WORLD LIMITED,UNTOUCHED WORLD LIMITED,UNTOUCHED WORLD LIMITED,"155 Roydvale Avenue, Christchurch, NEW ZEALAND",,address_for_service,-43.491366833212,172.565038899223,original
T.J. Tiling Limited,T.J. TILING LIMITED,T J TILING LIMITED,"31 Oxford Street, Kingston, 9793, NEW ZEALAND",9793,public_address,-45.335403930086,168.717963857911,address_web
Pollock & Sons Crane Hire Limited,POLLOCK & SONS CRANE HIRE LIMITED,POLLOCK SONS CRANE HIRE LIMITED,"Level 1, The Hub, 525 Cameron Road, Tauranga, 3110, NEW ZEALAND",3110,address_for_service,-37.697548217931,176.159203339442,address_web
R'S CREATIVE CONSTRUCTION LIMITED,R'S CREATIVE CONSTRUCTION LIMITED,R S CREATIVE CONSTRUCTION LIMITED,"32 Tamure Road, Flat Bush, Auckland, 2019, NEW ZEALAND",2019,address_for_service,-36.971675947761,174.933622747163,original
J Transportation Limited,J TRANSPORTATION LIMITED,J TRANSPORTATION LIMITED,"6 Eastfield Avenue, Flat Bush, Auckland, 2019, NEW ZEALAND",2019,address_for_service,-36.975856799155,174.908519785343,original
Thiara Farms Limited,THIARA FARMS LIMITED,THIARA FARMS LIMITED,"42 Moorhouse Street, Morrinsville, 3300, NEW ZEALAND",3300,address_for_service,-37.658060443428,175.530059112017,address_web
Bay Farms 2017 Limited,BAY FARMS 2017 LIMITED,BAY FARMS 2017 LIMITED,"17 Rewi Street, Te Aroha, Te Aroha, 3320, NEW ZEALAND",3320,address_for_service,-37.5282,175.7102,original
NZCP LIMITED,NZCP LIMITED,NZCP LIMITED,"17 Tanekaha Road, Flat Bush, Auckland, 2019, NEW ZEALAND",2019,public_address,-36.977127286129,174.9233369785,original
Telecommunications NZ Limited,TELECOMMUNICATIONS NZ LIMITED,TELECOMMUNICATIONS NZ LIMITED,"21 Kaimai Place, Aotea, Porirua, 5024, NEW ZEALAND",5024,address_for_service,-41.130323429187,174.862118491373,address_web
Growing Star Limited,GROWING STAR LIMITED,GROWING STAR LIMITED,"87 Awatira Drive, Papamoa Beach, Papamoa, 3118, NEW ZEALAND",3118,address_for_service,-37.690691527766,176.244622895608,address_web
NK Mavale Company Limited,NK MAVALE COMPANY LIMITED,NK MAVALE COMPANY LIMITED,"8 Gemscott Crescent, Huapai, Kumeu, 0810, NEW ZEALAND",0810,address_for_service,-36.767441111974,174.540133548221,address_web
Mahal Enterprises Limited,MAHAL ENTERPRISES LIMITED,MAHAL ENTERPRISES LIMITED,"2 Totara Street, Edgecumbe, Edgecumbe, 3120, NEW ZEALAND",3120,address_for_service,-37.982174264259,176.827848542867,address_web
Five-D Limited,FIVE-D LIMITED,FIVE D LIMITED,"Level 1, 42 Egmont Street, New Plymouth, 4310, NEW ZEALAND",4310,address_for_service,-39.058036966742,174.071393550407,address_web
AbacusBio Limited,ABACUSBIO LIMITED,ABACUSBIO LIMITED,"333 Princes Street, Dunedin Central, Dunedin, 9016, NEW ZEALAND",9016,public_address,-45.879220634643,170.501049557003,address_web
Ellesmere Thoroughbreds Limited,ELLESMERE THOROUGHBREDS LIMITED,ELLESMERE THOROUGHBREDS LIMITED,"523 Bruntwood Road, Rd 1, Cambridge, 3493, NEW ZEALAND",3493,public_address,-37.836897148675,175.40343076708,address_web
Eden Homes Development Limited,EDEN HOMES DEVELOPMENT LIMITED,EDEN HOMES DEVELOPMENT LIMITED,"5 Lagonda Rise, Oteha, Auckland, 0632, NEW ZEALAND",0632,address_for_service,-36.720214913003,174.716271113007,address_web
Absolute Installation Limited,ABSOLUTE INSTALLATION LIMITED,ABSOLUTE INSTALLATION LIMITED,"13a Daytona Road, Henderson, Auckland, 0610, NEW ZEALAND",0610,public_address,-36.853206379736,174.628362634512,address_web
VERMA HAULAGE LIMITED,VERMA HAULAGE LIMITED,VERMA HAULAGE LIMITED,"84c Hokianga Road, Dargaville, 0310, NEW ZEALAND",0310,address_for_service,-35.937066248589,173.863162516553,address_web
Buffalo Plumbing & Gas Limited,BUFFALO PLUMBING & GAS LIMITED,BUFFALO PLUMBING GAS LIMITED,"2 Jane Gifford Place, Half Moon Bay, Auckland, 2012, NEW ZEALAND",2012,address_for_service,-36.888805118803,174.897631860756,address_web
Mamma Bear Childcare Christchurch Limited,MAMMA BEAR CHILDCARE CHRISTCHURCH LIMITED,MAMMA BEAR CHILDCARE CHRISTCHURCH LIMITED,"8 Shadbolt Drive, Leamington, Cambridge, 3432, NEW ZEALAND",3432,address_for_service,-37.918617351874,175.461822792637,address_web
Tiwari Brother's Limited,TIWARI BROTHER'S LIMITED,TIWARI BROTHER S LIMITED,"170 Broadway Avenue, Palmerston North, 4410, NEW ZEALAND",4410,address_for_service,-40.352825089522,175.616029023945,address_web
R H Electrical Suppliers Limited,R H ELECTRICAL SUPPLIERS LIMITED,R H ELECTRICAL SUPPLIERS LIMITED,"Level 1/48 Broadway, Newmarket, Auckland, 1023, NEW ZEALAND",1023,address_for_service,-36.865246145458,174.779213170884,address_web
Amy Curtain Studio Limited,AMY CURTAIN STUDIO LIMITED,AMY CURTAIN STUDIO LIMITED,"52 Jandell Crescent, Bucklands Beach, Auckland, 2014, NEW ZEALAND",2014,address_for_service,-36.887461960729,174.915667285638,address_web
MOORE FARMS 2008 LIMITED,MOORE FARMS 2008 LIMITED,MOORE FARMS 2008 LIMITED,"Harvie Green Wyatt Chartered Accountants, Level 5,229 Moray Place, Dunedin Central Dunedin, 9016, NEW ZEALAND",9016,address_for_service,-45.872396089077,170.503406380538,address_web
Parminder Singh T/R Dhanoa Transport Limited,PARMINDER SINGH T/R DHANOA TRANSPORT LIMITED,PARMINDER SINGH T R DHANOA TRANSPORT LIMITED,"253c St George Street, Papatoetoe, Auckland, 2025, NEW ZEALAND",2025,address_for_service,-36.975065946525,174.863487970334,address_web
ELEONORA GROUP OF COMPANIES LIMITED,ELEONORA GROUP OF COMPANIES LIMITED,ELEONORA GROUP OF COMPANIES LIMITED,"434 Hillsborough Rd, Mount Roskill, Auckland, 1041, NEW ZEALAND",1041,address_for_service,-36.931104770364,174.731985337442,address_web
Prishom Limited,PRISHOM LIMITED,PRISHOM LIMITED,"Unit 8, 6 Savill Drive, Favona, Auckland, 2024, NEW ZEALAND",2024,address_for_service,-36.957972541898,174.832599188589,address_web
Sampradaya cleaning service limited,SAMPRADAYA CLEANING SERVICE LIMITED,SAMPRADAYA CLEANING SERVICE LIMITED,"142 Astley Avenue, New Lynn, Auckland, 0600, NEW ZEALAND",0600,address_for_service,-36.922604514716,174.682291296628,address_web
GREENHILL HOME LIMITED,GREENHILL HOME LIMITED,GREENHILL HOME LIMITED,"19 Hua Place, Tuakau, Tuakau, 2121, NEW ZEALAND",2121,address_for_service,-37.256748707619,174.938154423115,address_web
GREAT DI LIMITED,GREAT DI LIMITED,GREAT DI LIMITED,"40 Aurea Avenue, Pakuranga, Auckland, 2010, NEW ZEALAND",2010,address_for_service,-36.91861422589,174.869604033823,address_web
NZ FIBRE LIMITED,NZ FIBRE LIMITED,NZ FIBRE LIMITED,"Level 14, 88 Shortland Street, Auckland Central, Auckland, 1010, NEW ZEALAND",1010,address_for_service,-36.846265325717,174.769754360788,address_web
Civil + Build Limited,CIVIL + BUILD LIMITED,CIVIL BUILD LIMITED,"146 Harris Road, East Tamaki, Auckland, 2013, NEW ZEALAND",2013,public_address,-36.929504120224,174.896778163918,address_web
UD Farming Limited,UD FARMING LIMITED,UD FARMING LIMITED,"226 Wainui Road, Rd 1, Thames, 3578, NEW ZEALAND",3578,address_for_service,-37.1667,175.7,original
